"site","mn","md","sd","min","max","first_qu.25.","third_qu.75.","mad"
"bratsberg_b",0.427393586708792,0.158999994397163,0.756958162232699,-0.0430000014603138,5.06400012969971,0.104000002145767,0.280000001192093,0.0963689964652061
"bratsberg_ub",2.13904225370522,2.30850005149841,1.21724242163367,-0.293000012636185,6.26700019836426,1.48924997448921,2.90200006961823,1.03040707776546
"didrik_holmsen_b",0.649048275698576,0.233999997377396,0.754397991269342,-0.00800000037997961,3.62599992752075,0.149500004947186,0.991499990224838,0.18235979399085
"didrik_holmsen_ub",1.37802746100245,1.37800002098083,0.993124624204637,-0.00800000037997961,4.73000001907349,0.354000002145767,2.03299999237061,1.20980157737732
"drangedal1_b",0.724767388548418,0.36599999666214,0.733789546035406,-0.0710000023245811,4.13500022888184,0.152999997138977,1.2150000333786,0.437366991604865
"drangedal1_ub",0.89349748748536,0.766999989748001,0.763256688596589,-0.0320000015199184,2.97000002861023,0.150000002235174,1.51875004172325,0.9822224856399
"drangedal3_b",0.0915438149867882,0.0469999983906746,0.221326635235972,-0.0740000009536743,2.45600008964539,0.0179999992251396,0.0905000027269125,0.0518909974593669
"drangedal3_ub",0.261183675780075,0.0549999997019768,0.660114773731643,-0.0659999996423721,4.61700010299683,0.0240000002086163,0.133000001311302,0.0593040000552311
"drangedal4_b",0.949242132564795,0.828999996185303,0.875525207031252,-0.0740000009536743,5.39300012588501,0.48199999332428,1.05499994754791,0.375097831106186
"drangedal4_ub",2.34772389858373,2.41199994087219,0.772877860006278,0.0320000015199184,4.67399978637695,1.77399998903275,2.92750000953674,0.834703746271133
"eidskog_b",0.491529413281434,0.230000004172325,0.629511657290597,-0.0740000009536743,3.41300010681152,0.0989999994635582,0.568000018596649,0.234250810781121
"eidskog_ub",0.39879729651997,0.175999999046326,0.592026181395198,-0.0860000029206276,3.31299996376038,0.0972500015050173,0.353749990463257,0.147518700706959
"fet3_b",0.563066667074273,0.537000000476837,0.257483277386139,-0.0719999969005585,1.99399995803833,0.407000005245209,0.672499984502792,0.198668404948711
"fet3_ub",1.24319727871305,1.09300005435944,0.772436683318376,-0.109999999403954,6.61800003051758,0.684000015258789,1.65299999713898,0.681996056556702
"fritsoe1_b",0.86256351190303,0.28999999165535,0.987658366678286,-0.0469999983906746,4.16499996185303,0.116999998688698,1.50699996948242,0.355823986523598
"fritsoe1_ub",1.4471953509213,1.48949998617172,0.902512956226435,-0.061999998986721,4.80600023269653,0.842500001192093,1.99500000476837,0.797638781619072
"fritsoe2_b",0.854038740012436,0.296000003814697,1.2879171693095,-0.24099999666214,7.24200010299683,0.0879999995231628,1.15499997138977,0.37361520600915
"fritsoe2_ub",1.47146511385675,1.56299996376038,1.08134329418045,-0.156000003218651,6.2519998550415,0.395999997854233,2.13699996471405,1.02299408483505
"fyresdal_b",0.256416666238159,0.159999996423721,0.350347733996896,-0.0579999983310699,2.58299994468689,0.0839999988675117,0.272000007331371,0.131210100795329
"fyresdal_ub",0.765572700937602,0.221000000834465,1.18438930762097,-0.209999993443489,5.48400020599365,0.11599999666214,1.01900005340576,0.226837795758247
"hi_tydal_b",0.558368909693206,0.231000006198883,0.698485294796595,-0.0599999986588955,3.61100006103516,0.149000003933907,0.703999996185303,0.157155609190464
"hi_tydal_ub",1.88257870700262,1.99050003290176,1.03879054293892,-0.0810000002384186,4.1710000038147,1.24649998545647,2.64424991607666,1.00372009112835
"h_pramhus_b",0.58492129736179,0.253499999642372,0.707958567789253,-0.0299999993294477,4.44899988174438,0.141000002622604,0.894750013947487,0.209046598365158
"h_pramhus_ub",1.22550115056668,1.20000004768372,1.17050482637136,-0.0520000010728836,6.36399984359741,0.189499996602535,1.89449995756149,1.38771367281675
"kongsvinger1_b",1.65998130445543,1.57949995994568,0.97645087567582,-0.0989999994635582,4.25500011444092,1.0477499961853,2.36049997806549,0.966655170661211
"kongsvinger1_ub",1.70869483865421,1.4990000128746,1.19420622708231,0.00499999988824129,5.05700016021729,0.833250001072884,2.66074997186661,1.31210098586082
"kongsvinger2_b",0.434712821056839,0.181000001728535,0.614812024170335,-0.0399999991059303,6.38000011444092,0.0949999988079071,0.676749974489212,0.177912001546472
"kongsvinger2_ub",0.85428538137108,0.170000001788139,1.09668296442378,-0.126000002026558,4.3439998626709,0.0810000002384186,1.6065000295639,0.186807603004575
"kviteseid1_b",1.1901827429254,0.341499999165535,1.40837353414544,-0.0850000008940697,5.72599983215332,0.145249996334314,1.98824998736382,0.421058399977908
"kviteseid1_ub",1.69761136832054,1.83849996328354,1.21336918786112,-0.0649999976158142,4.44899988174438,0.270750001072884,2.66199994087219,1.58415825058222
"kviteseid2_b",0.956211164489714,0.77250000834465,0.904955285230642,-0.0439999997615814,5.58199977874756,0.247749995440245,1.32425001263618,0.787260637910664
"kviteseid2_ub",1.50583744001359,1.22949999570847,1.38756359428729,-0.0839999988675117,6.76300001144409,0.224750004708767,2.36675006151199,1.51151070335805
"kviteseid3_b",0.802549872254414,0.284999996423721,1.07582616885211,-0.127000004053116,5.26399993896484,0.168999999761581,1.18150001764297,0.256489789572358
"kviteseid3_ub",0.989695650640541,0.944000005722046,0.802685197687854,-0.0640000030398369,3.63899993896484,0.224749997258186,1.59274998307228,1.05486991687864
"maarud1_b",1.00136890856597,0.977999985218048,0.821736973540231,-0.0419999994337559,4.11899995803833,0.196999996900558,1.60049998760223,1.10453698497713
"maarud1_ub",3.65550044203863,3.86899995803833,1.49782429537876,-0.0549999997019768,6.94799995422363,2.9559999704361,4.67149996757507,1.25576202750206
"maarud2_b",1.49774592581188,1.60899996757507,0.994207489923788,-0.00600000005215406,4.10500001907349,0.541999995708466,2.21199989318848,1.14456731028557
"maarud2_ub",1.63054721053834,1.62000000476837,1.19623005038314,-0.0410000011324883,6.2960000038147,0.439000010490417,2.42375004291534,1.38919625372887
"maarud3_b",0.827766233199433,0.275000005960464,0.900826995647746,-0.0500000007450581,3.36899995803833,0.100000001490116,1.62999999523163,0.343963206671923
"maarud3_ub",3.24993969983712,3.6599999666214,1.84319038587303,-0.0590000003576279,6.89799976348877,1.99899995326996,4.59950017929077,1.73908994421959
"malvik_b",0.413341902637828,0.0920000001788139,0.967624458053833,-0.137999996542931,6.38600015640259,0.0230000000447035,0.25,0.126020999944769
"malvik_ub",1.40626146546202,1.36000001430511,1.19850591247234,-0.0839999988675117,4.48400020599365,0.160250000655651,2.27875006198883,1.70943779575825
"namdalseid_1kub_b",0.129218140280598,0.00400000018998981,0.687737563810793,-0.151999995112419,6.99499988555908,-0.0149999996647239,0.0405000001192093,0.035582399618905
"namdalseid_1kub_ub",0.244896724315768,0.0900000035762787,0.623890689604351,-0.143999993801117,5.73299980163574,0.0240000002086163,0.273000001907349,0.127503605020512
"n_cappelen1_b",0.212220429511045,0.104000002145767,0.335401451436714,-0.187000006437302,1.75399994850159,0.0379999987781048,0.217249993234873,0.122314504860342
"n_cappelen1_ub",0.299851009619276,0.0879999995231628,0.59262313622045,-0.187999993562698,3.36700010299683,0.0270000007003546,0.20100000500679,0.103782000441849
"n_cappelen2_b",0.380803571209461,0.104000002145767,0.637657476008758,-0.125,3.3659999370575,0.0350000001490116,0.28999999165535,0.123797105103359
"n_cappelen2_ub",0.765922461321981,0.20099999755621,0.906725121328793,-0.12899999320507,3.17400002479553,0.0637500006705523,1.58774998784065,0.27576360515859
"nes1_b",1.84359146670365,1.94300001859665,1.12771867539736,-0.0230000000447035,5.05299997329712,0.902249991893768,2.69999998807907,1.19942333425283
"nes1_ub",2.39284579542974,2.49950003623962,1.34557045745707,-0.017000000923872,5.80299997329712,1.32125002145767,3.38474994897842,1.44553503534794
"nes2_b",2.14308314323726,2.37100005149841,0.972294659388637,-0.0350000001490116,4.13199996948242,1.69900000095367,2.80399990081787,0.762056309509277
"nes2_ub",2.54301379191122,2.63700008392334,0.932972513705615,-0.0780000016093254,5.00699996948242,2.02349996566772,3.1764999628067,0.833220900249481
"notodden3_b",0.888706699265361,0.554000020027161,0.812924431167393,-0.068000003695488,3.28200006484985,0.185000002384186,1.44099998474121,0.710165358996391
