"","LocalityCode","LocalityName","ExperimentID","Region.x","DistrictID","Treatment","Longitude","Latitude","Clear cut","Year initiated","LiDAR data from year","Point density (/m^2)","Resolution (m)","X14","X1.x","Region.y","Productivity","X1.y","mn","md","sd","min","max","first_qu.25.","third_qu.75.","mad"
"76","SDUB","Stig Dahlen","{ED0CE7FA-1B39-4F39-A7F2-CADBF94D7BF7}","Hedmark",221,"UB",11510852,59957798,"2007/8",2010,2017,2,"0,5",NA,42,"Hedmark",1,"stig_dahlen_ub",2.86041246752123,2.94600009918213,1.01684511786523,-0.0799999982118607,6.61899995803833,2.29200005531311,3.57800006866455,0.962207648849487
"77","SEB","Sl_Tydal","{497016A2-081F-4D12-B7B2-42BEA56B357F}","Tr<f8>ndelag",1665,"B",11422647,63046955,"2005",2008,2015,2,"0,5",NA,37,"Trondelag",0.132712130856701,"sl_tydal_b",0.286093677692901,0.0829999968409538,0.556422485222105,-0.118000000715256,5.01999998092651,0.025000000372529,0.251499995589256,0.102299394675717
"78","SEUB","Sl_Tydal","{FD109D9F-AE24-40DC-8D00-FAC2D3483C80}","Tr<f8>ndelag",1665,"UB",11423383,63047032,"2005",2008,2015,2,"0,5",NA,37,"Trondelag",0.132712130856701,"sl_tydal_ub",0.828131509418472,0.257999986410141,1.05834901441062,-0.0900000035762787,5.83400011062622,0.0525000002235174,1.36449998617172,0.379545579710836
"79","SKB","Soerum","{EEE6CEC5-005B-4035-83AC-168884D6C1C4}","Hedmark",226,"B",11310369,59917857,"2008/9",2011,2013,2,"0,5",NA,44,"Hedmark",0.174894126572609,"sorem_b",0.16466019420689,0.127500005066395,0.185931102227892,-0.153999999165535,2.05399990081787,0.0579999983310699,0.223000004887581,0.111936283828318
"80","SKUB","Soerum","{9F217A6D-54E3-450F-ABC6-AAB0D86F00EA}","Hedmark",226,"UB",11310522,59917101,"2008/9",2011,2013,2,"0,5",NA,44,"Hedmark",0.174894126572609,"sorem_ub",0.135938725534395,0.096000000834465,0.16892256801087,-0.0649999976158142,1.34200000762939,0.0507499994710088,0.157250005751848,0.0726474036231637
"81","SLB","Selbu_Sl","{57129549-D9CA-4F26-B5AE-C29A13078D06}","Tr<f8>ndelag",1664,"B",10988518,63136555,"2002",2008,2015,2,"0,5",NA,35,"Trondelag",0.124288986480107,"selbu_sl_b",0.621776349386763,0.174999997019768,0.796064281961176,-0.162000000476837,3.6489999294281,0.061999998986721,1.12800002098083,0.240181195183843
"82","SLUB","Selbu_Sl","{A8C429C7-4A54-444E-9356-18DE020C08D0}","Tr<f8>ndelag",1664,"UB",10988881,6313596,"2002",2008,2015,2,"0,5",NA,35,"Trondelag",0.124288986480107,"selbu_sl_ub",1.04207021931917,0.48199999332428,1.09367056365829,-0.206000000238419,3.77099990844727,0.068000003695488,1.99500000476837,0.693856789461896
"83","SSAB","Stangeskovene Aurskog","{B0A908A0-978F-463C-8EA8-A03946B5F541}","Hedmark",221,"B",11353306,5984871,"2007/8",2010,2018,5,"0,25",NA,38,"Hedmark",0.114068354617472,"stangesk_aurskog_b",0.371960396300091,0.173499993979931,0.577496023459417,-0.00700000021606684,4.30000019073486,0.123999997973442,0.268750004470348,0.0934037904560566
"84","SSAUB","Stangeskovene Aurskog","{2AF93635-1E59-4308-9CF5-5F8DEC44711B}","Hedmark",221,"UB",11354806,59848884,"2007/8",2010,2018,5,"0,25",NA,38,"Hedmark",0.114068354617472,"stangesk_aurskog_ub",0.622237875330634,0.221000000834465,0.847050605297963,-0.0719999969005585,5.15100002288818,0.12899999320507,0.930000007152557,0.191255400972068
"85","SSBB","Stangeskovene Eidskog","{DAD88203-F15E-44EF-B6D7-420E15477D61}","Hedmark",420,"B",11884357,59950178,"2007/8",2010,2016,5,"0,5",NA,39,"Hedmark",0.0904621044106202,"stangesk_eidskog_b",0.207524706087459,0.104999996721745,0.341936991268046,-0.0309999994933605,3.08500003814697,0.0570000000298023,0.217999994754791,0.0889560145810246
"86","SSBUB","Stangeskovene Eidskog","{91D4F204-343C-4696-A137-3B280BE596E5}","Hedmark",420,"UB",11885225,59949846,"2007/8",2010,2016,5,"0,5",NA,39,"Hedmark",0.0904621044106202,"stangesk_eidskog_ub",1.01280825379422,0.608999997377396,1.00082692958993,-0.00999999977648258,4.18599987030029,0.133250001817942,1.77899998426437,0.808758298630267
"87","STSKNB","Eidskog","{14734948-AF40-4074-9724-0EEE3F76AC41}","Hedmark",236,"B",11702825,6004316,"2008/9",2011,2016,2,"0,5",NA,6,"Hedmark",0.250270962957011,"eidskog_b",0.491529413281434,0.230000004172325,0.629511657290597,-0.0740000009536743,3.41300010681152,0.0989999994635582,0.568000018596649,0.234250810781121
"88","STSKNUB","Eidskog","{3B0E478D-8FE4-4AF9-B94B-24F8AD7E2CC8}","Hedmark",236,"UB",11703475,60043477,"2008/9",2011,2016,2,"0,5",NA,6,"Hedmark",0.250270962957011,"eidskog_ub",0.39879729651997,0.175999999046326,0.592026181395198,-0.0860000029206276,3.31299996376038,0.0972500015050173,0.353749990463257,0.147518700706959
"89","THB","Truls Holm","{75ED6522-F97E-4551-BBE9-DFE7265F359D}","Hedmark",221,"B",11801503,59850496,"2007/8",2010,2017,2,"0,5",NA,45,"Hedmark",0.29477737362203,"truls_holm_b",0.445465000593686,0.165500000119209,0.596209028747786,-0.0570000000298023,3.37199997901917,0.0549999997019768,0.709999978542328,0.212753100353479
"90","THUB","Truls Holm","{D0053508-CE78-48E3-AB11-636D588C96CE}","Hedmark",221,"UB",1180162,598511,"2007/8",2010,2017,2,"0,5",NA,45,"Hedmark",0.29477737362203,"truls_holm_ub",1.30657109156774,1.33149999380112,1.01717444511931,-0.0489999987185001,4.02799987792969,0.138999998569489,1.97674998641014,1.28837931569517
