"","LocalityCode","LocalityName","ExperimentID","Region.x","DistrictID","Treatment","Longitude","Latitude","Clear cut","Year initiated","LiDAR data from year","Point density (/m^2)","Resolution (m)","X14","X1.x","Region.y","Productivity","X1.y","mn","md","sd","min","max","first_qu.25.","third_qu.75.","mad"
"15","1NSB","Nsb_Verdal","{458C6729-4246-48A6-99BF-6BD563D4CAC1}","Tr<f8>ndelag",1721,"B",11577472,63843674,"2006",2008,2015,2,"0,5",NA,32,"Trondelag",0.11046364755872,"nsb_verdal_b",0.0569086417820259,0.0240000002086163,0.0914583654252906,-0.0890000015497208,0.560000002384186,0.00100000004749745,0.0850000008940697,0.0459606006296352
"16","1NSUB","Nsb_Verdal","{E8CDF86B-92A0-403D-BE65-093281A19FAA}","Tr<f8>ndelag",1721,"UB",1157849,63843925,"2006",2008,2015,2,"0,5",NA,32,"Trondelag",0.11046364755872,"nsb_verdal_ub",0.13729629590475,0.0920000001788139,0.212901281945402,-0.0989999994635582,2.76699995994568,0.046000000089407,0.175999999046326,0.0889559980116785
"17","1SB","Sub_Namdalseid","{8DB1F626-7072-4F7F-BF3E-E55BEA21899C}","Tr<f8>ndelag",1725,"B",11314401,64181582,"2004",2008,2010,2,"0,5",NA,43,"Trondelag",0.0774373445233693,"sub_namdalseid_b",0.186951220505757,0.123500000685453,0.368099973995342,-0.0790000036358833,4.07800006866455,0.0710000023245811,0.194000005722046,0.0896972995139658
"18","1SUB","Sub_Namdalseid","{A646BDBC-873B-44BB-B67B-39EA64394AD4}","Tr<f8>ndelag",1725,"UB",11313697,64181336,"2004",2008,2010,2,"0,5",NA,43,"Trondelag",0.0774373445233693,"sub_namdalseid_ub",0.152450494683465,0.0989999994635582,0.266581005503802,-0.105999998748302,4.34299993515015,0.0370000004768372,0.193250004202127,0.106747202308662
"19","1VBB","verdal_1vb","{E96AC791-4752-4456-87D7-CBD160AA2E1C}","Tr<f8>ndelag",1721,"B",11793287,63721556,"2005",2008,2015,2,"0,5",NA,46,"Trondelag",0.0119389206250207,"verdal_1vb_b",0.216583332660819,0.104999996721745,0.648831700695511,-0.732999980449677,5.06699991226196,0.0587499998509884,0.16525000333786,0.0770951960675418
"20","1VBUB","verdal_1vb","{60964B66-8484-4E24-9619-4CA7D5507D5F}","Tr<f8>ndelag",1721,"UB",11793114,63721926,"2005",2008,2015,2,"0,5",NA,46,"Trondelag",0.0119389206250207,"verdal_1vb_ub",0.266489106051446,0.108000002801418,0.674333087613496,-0.122000001370907,4.88700008392334,0.0599999986588955,0.168999999761581,0.0785777935490012
"21","2BBB","steinkjer_2BBb","{F14CE361-4908-4F0F-BD55-6DB6409E770C}","Tr<f8>ndelag",1702,"B",1186149,64199944,"2004",2008,2011,2,"0,5",NA,41,"Trondelag",0.0870407514943544,"steinkjer_2BBb_b",0.291672679005472,0.0740000009536743,0.613744173662136,-0.100000001490116,4.92999982833862,0.0217499998398125,0.234749998897314,0.103782001132239
"22","2BBUB","steinkjer_2BBb","{1EEE9DB5-04D1-4E73-90B6-A852830DAADE}","Tr<f8>ndelag",1702,"UB",11860742,64199657,"2004",2008,2011,2,"0,5",NA,41,"Trondelag",0.0870407514943544,"steinkjer_2BBb_ub",0.540061009660257,0.0780000016093254,1.27757181961354,-0.160999998450279,8.75699996948242,0.0270000007003546,0.337999999523163,0.112677602245146
"23","2CAB","Nome_Cappelen2","{1345C5C5-BA31-49C1-BB59-BC222904C1F0}","Telemark",819,"B",912481,59262313,"2006",2009,2017,2,"0,5",NA,26,"Telemark",0.166542736794977,"n_cappelen2_b",0.380803571209461,0.104000002145767,0.637657476008758,-0.125,3.3659999370575,0.0350000001490116,0.28999999165535,0.123797105103359
"24","2CAUB","Nome_Cappelen2","{F17E7D99-B3D6-4D0A-BF35-16171967FF10}","Telemark",819,"UB",9124931,592619,"2006",2009,2017,2,"0,5",NA,26,"Telemark",0.166542736794977,"n_cappelen2_ub",0.765922461321981,0.20099999755621,0.906725121328793,-0.12899999320507,3.17400002479553,0.0637500006705523,1.58774998784065,0.27576360515859
"25","2FRB","Fritsoe2","{DD38A6C0-256F-4B6F-87C4-630837EB525D}","Telemark",728,"B",9823752,59367768,"2005",2009,2017,2,"0,5",NA,9,"Telemark",0.148195815507045,"fritsoe2_b",0.854038740012436,0.296000003814697,1.2879171693095,-0.24099999666214,7.24200010299683,0.0879999995231628,1.15499997138977,0.37361520600915
"26","2FRUB","Fritsoe2","{935BC523-6BFE-4F42-B2B8-2183C5CA614F}","Telemark",728,"UB",9823527,59367231,"2005",2009,2017,2,"0,5",NA,9,"Telemark",0.148195815507045,"fritsoe2_ub",1.47146511385675,1.56299996376038,1.08134329418045,-0.156000003218651,6.2519998550415,0.395999997854233,2.13699996471405,1.02299408483505
"27","2KVB","Kviteseid2","{4BCAF02B-97BF-4422-8227-AC3B19CDBD78}","Telemark",829,"B",8549483,5930875,"2005",2009,2017,5,"0,25",NA,16,"Telemark",0.106407375541559,"kviteseid2_b",0.956211164489714,0.77250000834465,0.904955285230642,-0.0439999997615814,5.58199977874756,0.247749995440245,1.32425001263618,0.787260637910664
"28","2KVUB","Kviteseid2","{9616FB08-9897-401F-967C-170DBDDBF4A5}","Telemark",829,"UB",8549302,59309171,"2005",2009,2017,5,"0,25",NA,16,"Telemark",0.106407375541559,"kviteseid2_ub",1.50583744001359,1.22949999570847,1.38756359428729,-0.0839999988675117,6.76300001144409,0.224750004708767,2.36675006151199,1.51151070335805
"29","2VBB","verdal_2VB","{6F5CBF6D-8525-4E42-A004-02A1A138E474}","Tr<f8>ndelag",1721,"B",11678672,637363,"2003",2008,2015,2,"0,5",NA,47,"Trondelag",0.24111518527678,"verdal_2vb_b",0.567233490816676,0.33950001001358,0.585654698825655,-0.0689999982714653,3.25699996948242,0.113500000908971,0.93724998831749,0.387699912460148
"30","2VBUB","verdal_2VB","{62C3914B-ECCA-4DE4-BCDA-0CD1C5B889F8}","Tr<f8>ndelag",1721,"UB",11679582,63736321,"2003",2008,2015,2,"0,5",NA,47,"Trondelag",0.24111518527678,"verdal_2vb_ub",1.6071785787697,1.68550002574921,1.19681600983917,-0.0529999993741512,5.03399991989136,0.313750013709068,2.51925009489059,1.59157115514278
"31","3DRB","Drangedal3","{BCCE747C-640D-43AB-851D-356BB2A3A7CC}","Telemark",817,"B",8834496,59056436,"2007",2009,2016,2,"0,5",NA,4,"Telemark",0.0193532385870393,"drangedal3_b",0.0915438149867882,0.0469999983906746,0.221326635235972,-0.0740000009536743,2.45600008964539,0.0179999992251396,0.0905000027269125,0.0518909974593669
"32","3DRUB","Drangedal3","{3B0971EB-C941-4DF0-84F2-2ECC71B0BFE7}","Telemark",817,"UB",8833796,59056992,"2007",2009,2016,2,"0,5",NA,4,"Telemark",0.0193532385870393,"drangedal3_ub",0.261183675780075,0.0549999997019768,0.660114773731643,-0.0659999996423721,4.61700010299683,0.0240000002086163,0.133000001311302,0.0593040000552311
"33","3KVB","Kviteseid3","{E82B89F3-5ECE-4C35-830A-D3D79D974057}","Telemark",829,"B",8267729,59372355,"2000",2009,2017,5,"0,25",NA,17,"Telemark",0.0912505780029237,"kviteseid3_b",0.802549872254414,0.284999996423721,1.07582616885211,-0.127000004053116,5.26399993896484,0.168999999761581,1.18150001764297,0.256489789572358
"34","3KVUB","Kviteseid3","{9F2668F4-60F3-4EC2-A3F5-C7F7B36F4836}","Telemark",829,"UB",8266754,593727,"2000",2009,2017,5,"0,25",NA,17,"Telemark",0.0912505780029237,"kviteseid3_ub",0.989695650640541,0.944000005722046,0.802685197687854,-0.0640000030398369,3.63899993896484,0.224749997258186,1.59274998307228,1.05486991687864
"35","3NOB","Notodden3","{B904F9DB-5F92-4886-B4A5-C5D99FE8E757}","Telemark",807,"B",9080254,59676721,"2002",2009,2017,5,"0,25",NA,28,"Telemark",0.14243035474986,"notodden3_b",0.888706699265361,0.554000020027161,0.812924431167393,-0.068000003695488,3.28200006484985,0.185000002384186,1.44099998474121,0.710165358996391
"36","3NOUB","Notodden3","{19DDB1ED-1B2C-4ED5-999A-41A3DC3947FF}","Telemark",807,"UB",9080717,59677287,"2002",2009,2017,5,"0,25",NA,28,"Telemark",0.14243035474986,"notodden3_ub",1.12241627908268,1.16299998760223,0.928418847899155,-0.100000001490116,4.09100008010864,0.212249998003244,1.79875001311302,1.31803139787912
"37","4DRB","Drangedal4","{91B5699A-9A5B-490F-B59B-330ABB953204}","Telemark",817,"B",8822521,59022177,"2007",2009,2016,2,"0,5",NA,5,"Telemark",0.205027981060011,"drangedal4_b",0.949242132564795,0.828999996185303,0.875525207031252,-0.0740000009536743,5.39300012588501,0.48199999332428,1.05499994754791,0.375097831106186
"38","4DRUB","Drangedal4","{C88B0D7B-54A5-4CA2-8515-F474DA756009}","Telemark",817,"UB",8822454,59021728,"2007",2009,2016,2,"0,5",NA,5,"Telemark",0.205027981060011,"drangedal4_ub",2.34772389858373,2.41199994087219,0.772877860006278,0.0320000015199184,4.67399978637695,1.77399998903275,2.92750000953674,0.834703746271133
"39","5NOB","Notodden5","{6B9FC135-1645-4D40-9236-E7C702EA5024}","Telemark",807,"B",8970883,59694837,"2007",2009,2017,2,"0,5",NA,30,"Telemark",0.119776917028699,"notodden5_b",0.406247421944893,0.218999996781349,0.51889328648984,-0.579999983310699,2.7039999961853,0.0949999988079071,0.461249992251396,0.223872589749098
"40","5NOUB","Notodden5","{7342BD69-A5CE-4A8D-82D7-9E844C414A91}","Telemark",807,"UB",8970475,59694495,"2007",2009,2017,2,"0,5",NA,30,"Telemark",0.119776917028699,"notodden5_ub",0.643162291463096,0.25,0.785294150948776,-0.190999999642372,3.49499988555908,0.091499999165535,1.08300000429153,0.323206797746569
"41","6NOB","Notodden6","{2794FC4A-44B8-4385-8623-C70616E46628}","Telemark",807,"B",9010986,5955497,"2003",2009,2017,2,"0,5",NA,31,"Telemark",0.106105682858758,"notodden6_b",0.664381176672657,0.230000004172325,0.861165651531926,-0.103000000119209,4.72499990463257,0.112000003457069,1.08800005912781,0.234250810781121
"42","6NOUB","Notodden6","{739EBAA5-D414-4753-93CF-5A96CFD3A9E4}","Telemark",807,"UB",9011906,59554755,"2003",2009,2017,2,"0,5",NA,31,"Telemark",0.106105682858758,"notodden6_ub",1.03620902460949,0.745000004768372,1.05496989236954,-0.158999994397163,4.94199991226196,0.12899999320507,1.69700002670288,0.984446406716108
"43","BRB","Bratsberg","{5008C498-58CA-4083-AEC2-EE4EEB7277C1}","Tr<f8>ndelag",1601,"B",10473511,63352546,"2002",2008,2017,5,"0,25",NA,1,"Trondelag",0.196448579540101,"bratsberg_b",0.427393586708792,0.158999994397163,0.756958162232699,-0.0430000014603138,5.06400012969971,0.104000002145767,0.280000001192093,0.0963689964652061
"44","BRUB","Bratsberg","{3CE45121-C8C0-4908-987F-2A1EB936498E}","Tr<f8>ndelag",1601,"UB",10472432,63352243,"2002",2008,2017,5,"0,25",NA,1,"Trondelag",0.196448579540101,"bratsberg_ub",2.13904225370522,2.30850005149841,1.21724242163367,-0.293000012636185,6.26700019836426,1.48924997448921,2.90200006961823,1.03040707776546
"45","DDB","Nes 1","{4AD82623-A17A-4FDA-A448-D2C5F4BE2E20}","Hedmark",236,"B",11488864,60081806,"2008/9",2011,2019,5,"0,25",NA,23,"Hedmark",0.384882645546765,"nes1_b",1.84359146670365,1.94300001859665,1.12771867539736,-0.0230000000447035,5.05299997329712,0.902249991893768,2.69999998807907,1.19942333425283
"46","DDUB","Nes 1","{A1DD1C98-50D7-429F-BA22-F17C64948FAE}","Hedmark",236,"UB",11489434,60082406,"2008/9",2011,2019,5,"0,25",NA,23,"Hedmark",0.384882645546765,"nes1_ub",2.39284579542974,2.49950003623962,1.34557045745707,-0.017000000923872,5.80299997329712,1.32125002145767,3.38474994897842,1.44553503534794
"47","DHB","Didrik Holmsen","{34F34035-183F-4824-A89B-D585F86C1CD3}","Hedmark",221,"B",11427864,59852391,"2007/8",2010,2018,5,"0,25",NA,2,"Hedmark",0.234215068001819,"didrik_holmsen_b",0.649048275698576,0.233999997377396,0.754397991269342,-0.00800000037997961,3.62599992752075,0.149500004947186,0.991499990224838,0.18235979399085
"48","DHUB","Didrik Holmsen","{6CBCEABA-5AC6-4E56-9AA0-070764F333D4}","Hedmark",221,"UB",11427313,59850922,"2007/8",2010,2018,5,"0,25",NA,2,"Hedmark",0.234215068001819,"didrik_holmsen_ub",1.37802746100245,1.37800002098083,0.993124624204637,-0.00800000037997961,4.73000001907349,0.354000002145767,2.03299999237061,1.20980157737732
"49","FKB","Fet 3","{34076428-DBE8-4640-87BB-7304F3782B8D}","Hedmark",227,"B",11262528,5982754,"2008/9",2011,2016,5,"0,25",NA,7,"Hedmark",0.140119204478322,"fet3_b",0.563066667074273,0.537000000476837,0.257483277386139,-0.0719999969005585,1.99399995803833,0.407000005245209,0.672499984502792,0.198668404948711
"50","FKUB","Fet 3","{ABD40618-B381-4973-84CB-072C9B2E0FB8}","Hedmark",227,"UB",11260981,59828745,"2008/9",2011,2016,5,"0,25",NA,7,"Hedmark",0.140119204478322,"fet3_ub",1.24319727871305,1.09300005435944,0.772436683318376,-0.109999999403954,6.61800003051758,0.684000015258789,1.65299999713898,0.681996056556702
"51","FLB","Selbu_Flub","{D701FCEB-1D2B-4CAF-A5F6-2947B5CAA2FE}","Tr<f8>ndelag",1664,"B",11038617,63254449,"2004",2008,2015,2,"0,5",NA,33,"Trondelag",0.271341571962914,"selbu_flub_b",1.66651620670287,1.70199996232986,1.37705528518737,-0.00700000021606684,5.87599992752075,0.0930000022053719,2.77724999189377,2.03857495581508
"52","FLUB","Selbu_Flub","{9B4F9B67-39BA-45B2-9320-ED5C8EBFFB3F}","Tr<f8>ndelag",1664,"UB",11038505,632549,"2004",2008,2015,2,"0,5",NA,33,"Trondelag",0.271341571962914,"selbu_flub_ub",1.40290329890915,1.33149999380112,1.35741687771426,-0.0590000003576279,5.52400016784668,0.0729999989271164,2.48925006389618,1.84731964873597
"53","HIB","Hi_tydal","{B6F75EEC-1139-48B1-8148-E89730762065}","Tr<f8>ndelag",1665,"B",11411862,63098123,"2005",2008,2015,2,"0,5",NA,12,"Trondelag",0.214070788335689,"hi_tydal_b",0.558368909693206,0.231000006198883,0.698485294796595,-0.0599999986588955,3.61100006103516,0.149000003933907,0.703999996185303,0.157155609190464
"54","HIUB","Hi_tydal","{4293E6E3-8FD7-4E28-8D12-B9A66011FE89}","Tr<f8>ndelag",1665,"UB",11411103,6309807,"2005",2008,2015,2,"0,5",NA,12,"Trondelag",0.214070788335689,"hi_tydal_ub",1.88257870700262,1.99050003290176,1.03879054293892,-0.0810000002384186,4.1710000038147,1.24649998545647,2.64424991607666,1.00372009112835
"55","HPB","Halvard Pramhus","{365B9355-105E-4EEA-B946-3EF224DF1129}","Hedmark",420,"B",12156934,60095024,"2007/8",2010,2016,5,"0,25",NA,11,"Hedmark",0.335469416346708,"h_pramhus_b",0.58492129736179,0.253499999642372,0.707958567789253,-0.0299999993294477,4.44899988174438,0.141000002622604,0.894750013947487,0.209046598365158
"56","HPUB","Halvard Pramhus","{768B55CE-D7B2-42F7-BDFA-709547A85DD8}","Hedmark",420,"UB",12156633,60095602,"2007/8",2010,2016,5,"0,25",NA,11,"Hedmark",0.335469416346708,"h_pramhus_ub",1.22550115056668,1.20000004768372,1.17050482637136,-0.0520000010728836,6.36399984359741,0.189499996602535,1.89449995756149,1.38771367281675
"57","IAAB","Kongsvinger 1","{43B7107D-EACD-413F-96EB-17F85613752C}","Hedmark",402,"B",11941436,60194141,"2008/9",2011,2019,5,"0,25",NA,13,"Hedmark",0.507402727817246,"kongsvinger1_b",1.65998130445543,1.57949995994568,0.97645087567582,-0.0989999994635582,4.25500011444092,1.0477499961853,2.36049997806549,0.966655170661211
"58","IAAUB","Kongsvinger 1","{F8313010-6EC6-4297-B477-506B947782F0}","Hedmark",402,"UB",11940475,60194646,"2008/9",2011,2019,5,"0,25",NA,13,"Hedmark",0.507402727817246,"kongsvinger1_ub",1.70869483865421,1.4990000128746,1.19420622708231,0.00499999988824129,5.05700016021729,0.833250001072884,2.66074997186661,1.31210098586082
"59","JCDB","Kongsvinger 2","{6A93A1F1-B211-4768-9DF5-839B8F19F814}","Hedmark",402,"B",11972881,60123316,"2008/9",2011,2019,5,"0,25",NA,14,"Hedmark",0.0977691078853608,"kongsvinger2_b",0.434712821056839,0.181000001728535,0.614812024170335,-0.0399999991059303,6.38000011444092,0.0949999988079071,0.676749974489212,0.177912001546472
"60","JCDUB","Kongsvinger 2","{AF1A2842-B4A1-4940-B289-A77B1363CDF5}","Hedmark",402,"UB",11972682,60122872,"2008/9",2011,2019,5,"0,25",NA,14,"Hedmark",0.0977691078853608,"kongsvinger2_ub",0.85428538137108,0.170000001788139,1.09668296442378,-0.126000002026558,4.3439998626709,0.0810000002384186,1.6065000295639,0.186807603004575
"61","KLB","Selbu_kl","{436D050D-BBC7-4E3F-A530-824096A01910}","Tr<f8>ndelag",1664,"B",11031603,63192682,"2003",2008,2015,2,"0,5",NA,34,"Trondelag",0.116040590906093,"selbu_kl_b",0.113526502119002,0.0379999987781048,0.377629357433783,-0.208000004291534,3.82399988174438,0.00600000005215406,0.104000002145767,0.0593039983292576
"62","KLUB","Selbu_kl","{08BA3586-B495-4ADD-A054-EBBC42C0CF98}","Tr<f8>ndelag",1664,"UB",11031679,63193102,"2003",2008,2015,2,"0,5",NA,34,"Trondelag",0.116040590906093,"selbu_kl_ub",0.196003195316235,0.00849999999627471,1.21508090897392,-0.137999996542931,11.4169998168945,-0.00400000018998981,0.0320000015199184,0.0229803003148176
"63","LAB","Singsaas","{9DE16EE8-98D4-4615-90E6-B728C2FB5200}","Tr<f8>ndelag",1648,"B",10943145,62967839,"2005",2008,2015,2,"0,5",NA,36,"Trondelag",0.042265252358123,"singsaas_b",0.195805897931934,0.096000000834465,0.410008906739098,-0.0350000001490116,2.74699997901917,0.0540000014007092,0.17399999499321,0.0756125985860824
"64","LAUB","Singsaas","{119DA686-F1E8-4F5B-95FE-614D3947E56C}","Tr<f8>ndelag",1648,"UB",10942996,6296731,"2005",2008,2015,2,"0,5",NA,36,"Trondelag",0.042265252358123,"singsaas_ub",0.215802325885256,0.100500002503395,0.420954582512412,-0.194000005722046,3.3289999961853,0.0522500006482005,0.175749998539686,0.0859908058103174
"65","M1B","Maarud 1","{60431DE4-CE0E-4A8D-A676-6757D614A23C}","Hedmark",419,"B",11592398,60169248,"2004/5",2007,2019,5,"0,25",NA,18,"Hedmark",0.502955834178235,"maarud1_b",1.00136890856597,0.977999985218048,0.821736973540231,-0.0419999994337559,4.11899995803833,0.196999996900558,1.60049998760223,1.10453698497713
"66","M1UB","Maarud 1","{DA910445-5682-4E4F-9C1B-2579A3C8A818}","Hedmark",419,"UB",11593097,60169193,"2004/5",2007,2019,5,"0,25",NA,18,"Hedmark",0.502955834178235,"maarud1_ub",3.65550044203863,3.86899995803833,1.49782429537876,-0.0549999997019768,6.94799995422363,2.9559999704361,4.67149996757507,1.25576202750206
"67","M2B","Maarud 2","{07906680-9BC3-4636-9A4E-218F993704C2}","Hedmark",419,"B",11753235,60124845,"2004/5",2007,2019,5,"0,25",NA,19,"Hedmark",0.272350750320769,"maarud2_b",1.49774592581188,1.60899996757507,0.994207489923788,-0.00600000005215406,4.10500001907349,0.541999995708466,2.21199989318848,1.14456731028557
"68","M2UB","Maarud 2","{D99732B1-A03B-4D20-94FF-EBE75B72607A}","Hedmark",419,"UB",11752689,60124453,"2004/5",2007,2019,5,"0,25",NA,19,"Hedmark",0.272350750320769,"maarud2_ub",1.63054721053834,1.62000000476837,1.19623005038314,-0.0410000011324883,6.2960000038147,0.439000010490417,2.42375004291534,1.38919625372887
"69","M3B","Maarud 3","{DC678F2D-6A6B-45D8-B027-4B8BC2277B7F}","Hedmark",419,"B",11825264,60109828,"2004/5",2007,2019,5,"0,25",NA,20,"Hedmark",0.157610692369824,"maarud3_b",0.827766233199433,0.275000005960464,0.900826995647746,-0.0500000007450581,3.36899995803833,0.100000001490116,1.62999999523163,0.343963206671923
"70","M3UB","Maarud 3","{6A46437A-D098-460A-9BB0-8E1CA8D92D25}","Hedmark",419,"UB",11825615,60109342,"2004/5",2007,2019,5,"0,25",NA,20,"Hedmark",0.157610692369824,"maarud3_ub",3.24993969983712,3.6599999666214,1.84319038587303,-0.0590000003576279,6.89799976348877,1.99899995326996,4.59950017929077,1.73908994421959
"71","MAB","Malvik","{8F9EE1BA-2745-472A-B431-7B04373DEDE1}","Tr<f8>ndelag",1663,"B",10725884,63358705,"2002",2008,2016,2,"0,25",NA,21,"Trondelag",0.160287892381656,"malvik_b",0.413341902637828,0.0920000001788139,0.967624458053833,-0.137999996542931,6.38600015640259,0.0230000000447035,0.25,0.126020999944769
"72","MAUB","Malvik","{2CAF8C2B-43AF-4852-84CC-15A729BAFBB8}","Tr<f8>ndelag",1663,"UB",1072509,63358309,"2002",2008,2016,2,"0,25",NA,21,"Trondelag",0.160287892381656,"malvik_ub",1.40626146546202,1.36000001430511,1.19850591247234,-0.0839999988675117,4.48400020599365,0.160250000655651,2.27875006198883,1.70943779575825
"73","OLB","Nes 2","{612BC516-8210-410E-AFFF-4BDDFCE39093}","Hedmark",236,"B",1162658,60088723,"2008/9",2011,2019,5,"0,25",NA,24,"Hedmark",0.984450427246636,"nes2_b",2.14308314323726,2.37100005149841,0.972294659388637,-0.0350000001490116,4.13199996948242,1.69900000095367,2.80399990081787,0.762056309509277
"74","OLUB","Nes 2","{1100CE3A-0101-45E3-9820-EF18DBEE3226}","Hedmark",236,"UB",11625671,60088665,"2008/9",2011,2019,5,"0,25",NA,24,"Hedmark",0.984450427246636,"nes2_ub",2.54301379191122,2.63700008392334,0.932972513705615,-0.0780000016093254,5.00699996948242,2.02349996566772,3.1764999628067,0.833220900249481
"75","SDB","Stig Dahlen","{03B88C45-067F-4AEF-BC66-077159CD936F}","Hedmark",221,"B",11511604,59958474,"2007/8",2010,2017,2,"0,5",NA,42,"Hedmark",1,"stig_dahlen_b",0.478016786027155,0.356000006198883,0.475207116555835,-0.0790000036358833,2.9539999961853,0.101999998092651,0.694999992847443,0.424023619794846
